,from,to
310,"{""name"": ""Location310 in Rectangle 2"", ""coordinates"": [101.584191, 8.50022]}","{""name"": ""Location310 in Rectangle 1"", ""coordinates"": [99.452591, 19.813868]}"
311,"{""name"": ""Location311 in Rectangle 2"", ""coordinates"": [105.155983, 8.431958]}","{""name"": ""Location311 in Rectangle 2"", ""coordinates"": [104.59988, 8.467702]}"
312,"{""name"": ""Location312 in Rectangle 1"", ""coordinates"": [99.513699, 19.555625]}","{""name"": ""Location312 in Rectangle 2"", ""coordinates"": [105.961355, 8.472335]}"
313,"{""name"": ""Location313 in Rectangle 1"", ""coordinates"": [97.655405, 19.554503]}","{""name"": ""Location313 in Rectangle 2"", ""coordinates"": [101.053215, 8.580738]}"
314,"{""name"": ""Location314 in Rectangle 2"", ""coordinates"": [100.837414, 8.407103]}","{""name"": ""Location314 in Rectangle 2"", ""coordinates"": [100.641039, 8.548859]}"
315,"{""name"": ""Location315 in Rectangle 1"", ""coordinates"": [105.280614, 19.896587]}","{""name"": ""Location315 in Rectangle 2"", ""coordinates"": [98.268162, 8.420083]}"
316,"{""name"": ""Location316 in Rectangle 1"", ""coordinates"": [97.562738, 19.515636]}","{""name"": ""Location316 in Rectangle 1"", ""coordinates"": [98.890174, 20.016369]}"
317,"{""name"": ""Location317 in Rectangle 1"", ""coordinates"": [105.0322, 19.997855]}","{""name"": ""Location317 in Rectangle 1"", ""coordinates"": [102.627364, 19.668294]}"
318,"{""name"": ""Location318 in Rectangle 2"", ""coordinates"": [105.772071, 8.543353]}","{""name"": ""Location318 in Rectangle 2"", ""coordinates"": [97.940498, 8.541108]}"
319,"{""name"": ""Location319 in Rectangle 2"", ""coordinates"": [97.721215, 8.402171]}","{""name"": ""Location319 in Rectangle 1"", ""coordinates"": [105.375115, 19.893216]}"
320,"{""name"": ""Location320 in Rectangle 2"", ""coordinates"": [97.512564, 8.515058]}","{""name"": ""Location320 in Rectangle 2"", ""coordinates"": [100.692004, 8.450789]}"
321,"{""name"": ""Location321 in Rectangle 1"", ""coordinates"": [97.85723, 19.954793]}","{""name"": ""Location321 in Rectangle 1"", ""coordinates"": [97.529706, 19.780975]}"
322,"{""name"": ""Location322 in Rectangle 2"", ""coordinates"": [100.233159, 8.463344]}","{""name"": ""Location322 in Rectangle 1"", ""coordinates"": [105.450795, 20.088525]}"
323,"{""name"": ""Location323 in Rectangle 1"", ""coordinates"": [98.787649, 19.776277]}","{""name"": ""Location323 in Rectangle 2"", ""coordinates"": [99.167827, 8.570474]}"
324,"{""name"": ""Location324 in Rectangle 2"", ""coordinates"": [104.132986, 8.418916]}","{""name"": ""Location324 in Rectangle 1"", ""coordinates"": [98.539088, 19.560717]}"
325,"{""name"": ""Location325 in Rectangle 2"", ""coordinates"": [99.252534, 8.536957]}","{""name"": ""Location325 in Rectangle 2"", ""coordinates"": [99.608453, 8.480888]}"
326,"{""name"": ""Location326 in Rectangle 2"", ""coordinates"": [103.969918, 8.59757]}","{""name"": ""Location326 in Rectangle 1"", ""coordinates"": [101.115993, 19.530055]}"
327,"{""name"": ""Location327 in Rectangle 1"", ""coordinates"": [105.189363, 19.542618]}","{""name"": ""Location327 in Rectangle 1"", ""coordinates"": [102.385702, 19.710011]}"
328,"{""name"": ""Location328 in Rectangle 2"", ""coordinates"": [102.717429, 8.546264]}","{""name"": ""Location328 in Rectangle 1"", ""coordinates"": [103.199764, 20.103087]}"
329,"{""name"": ""Location329 in Rectangle 2"", ""coordinates"": [97.319069, 8.49896]}","{""name"": ""Location329 in Rectangle 2"", ""coordinates"": [98.308612, 8.534378]}"
330,"{""name"": ""Location330 in Rectangle 2"", ""coordinates"": [103.014541, 8.410674]}","{""name"": ""Location330 in Rectangle 2"", ""coordinates"": [102.320133, 8.43779]}"
331,"{""name"": ""Location331 in Rectangle 1"", ""coordinates"": [99.742056, 19.572156]}","{""name"": ""Location331 in Rectangle 1"", ""coordinates"": [101.780481, 19.813447]}"
332,"{""name"": ""Location332 in Rectangle 1"", ""coordinates"": [102.568561, 19.80999]}","{""name"": ""Location332 in Rectangle 2"", ""coordinates"": [98.368018, 8.465827]}"
333,"{""name"": ""Location333 in Rectangle 2"", ""coordinates"": [97.218034, 8.540686]}","{""name"": ""Location333 in Rectangle 2"", ""coordinates"": [99.192299, 8.460251]}"
334,"{""name"": ""Location334 in Rectangle 2"", ""coordinates"": [98.258307, 8.586625]}","{""name"": ""Location334 in Rectangle 1"", ""coordinates"": [99.957032, 19.627598]}"
335,"{""name"": ""Location335 in Rectangle 1"", ""coordinates"": [99.324879, 20.054298]}","{""name"": ""Location335 in Rectangle 1"", ""coordinates"": [100.649806, 19.901728]}"
336,"{""name"": ""Location336 in Rectangle 2"", ""coordinates"": [104.160917, 8.544133]}","{""name"": ""Location336 in Rectangle 2"", ""coordinates"": [98.965407, 8.589146]}"
337,"{""name"": ""Location337 in Rectangle 1"", ""coordinates"": [98.474889, 19.803719]}","{""name"": ""Location337 in Rectangle 1"", ""coordinates"": [99.715332, 19.996497]}"
338,"{""name"": ""Location338 in Rectangle 1"", ""coordinates"": [101.962191, 19.747084]}","{""name"": ""Location338 in Rectangle 1"", ""coordinates"": [101.906871, 19.842044]}"
339,"{""name"": ""Location339 in Rectangle 1"", ""coordinates"": [104.886379, 19.721894]}","{""name"": ""Location339 in Rectangle 1"", ""coordinates"": [98.595809, 19.995809]}"
340,"{""name"": ""Location340 in Rectangle 1"", ""coordinates"": [98.644035, 20.019383]}","{""name"": ""Location340 in Rectangle 2"", ""coordinates"": [103.248347, 8.438749]}"
341,"{""name"": ""Location341 in Rectangle 2"", ""coordinates"": [100.231131, 8.5138]}","{""name"": ""Location341 in Rectangle 1"", ""coordinates"": [102.868546, 19.872419]}"
342,"{""name"": ""Location342 in Rectangle 2"", ""coordinates"": [98.844678, 8.579582]}","{""name"": ""Location342 in Rectangle 1"", ""coordinates"": [103.240866, 19.551875]}"
343,"{""name"": ""Location343 in Rectangle 1"", ""coordinates"": [102.944575, 19.564426]}","{""name"": ""Location343 in Rectangle 1"", ""coordinates"": [102.890494, 20.028612]}"
344,"{""name"": ""Location344 in Rectangle 2"", ""coordinates"": [103.360199, 8.403002]}","{""name"": ""Location344 in Rectangle 1"", ""coordinates"": [106.292424, 19.826809]}"
345,"{""name"": ""Location345 in Rectangle 2"", ""coordinates"": [99.645195, 8.456671]}","{""name"": ""Location345 in Rectangle 2"", ""coordinates"": [100.120823, 8.513851]}"
346,"{""name"": ""Location346 in Rectangle 2"", ""coordinates"": [99.893546, 8.593435]}","{""name"": ""Location346 in Rectangle 2"", ""coordinates"": [101.191627, 8.541363]}"
347,"{""name"": ""Location347 in Rectangle 2"", ""coordinates"": [99.712108, 8.552918]}","{""name"": ""Location347 in Rectangle 1"", ""coordinates"": [104.809265, 19.909668]}"
348,"{""name"": ""Location348 in Rectangle 2"", ""coordinates"": [102.060641, 8.59453]}","{""name"": ""Location348 in Rectangle 1"", ""coordinates"": [102.576058, 19.704436]}"
349,"{""name"": ""Location349 in Rectangle 1"", ""coordinates"": [104.773968, 19.508013]}","{""name"": ""Location349 in Rectangle 2"", ""coordinates"": [99.85205, 8.464772]}"
350,"{""name"": ""Location350 in Rectangle 2"", ""coordinates"": [102.910257, 8.451022]}","{""name"": ""Location350 in Rectangle 2"", ""coordinates"": [101.654463, 8.403728]}"
351,"{""name"": ""Location351 in Rectangle 1"", ""coordinates"": [102.50882, 19.772633]}","{""name"": ""Location351 in Rectangle 1"", ""coordinates"": [100.520181, 19.656752]}"
352,"{""name"": ""Location352 in Rectangle 2"", ""coordinates"": [103.553109, 8.465916]}","{""name"": ""Location352 in Rectangle 2"", ""coordinates"": [105.091056, 8.404689]}"
353,"{""name"": ""Location353 in Rectangle 1"", ""coordinates"": [105.442036, 19.712484]}","{""name"": ""Location353 in Rectangle 1"", ""coordinates"": [104.379075, 19.832805]}"
354,"{""name"": ""Location354 in Rectangle 1"", ""coordinates"": [103.747804, 19.712423]}","{""name"": ""Location354 in Rectangle 1"", ""coordinates"": [98.619987, 19.54944]}"
355,"{""name"": ""Location355 in Rectangle 2"", ""coordinates"": [103.389871, 8.386896]}","{""name"": ""Location355 in Rectangle 1"", ""coordinates"": [99.842756, 19.45746]}"
356,"{""name"": ""Location356 in Rectangle 2"", ""coordinates"": [99.454415, 8.577743]}","{""name"": ""Location356 in Rectangle 1"", ""coordinates"": [101.519393, 19.450864]}"
357,"{""name"": ""Location357 in Rectangle 2"", ""coordinates"": [103.032856, 8.588433]}","{""name"": ""Location357 in Rectangle 1"", ""coordinates"": [98.548825, 19.939429]}"
358,"{""name"": ""Location358 in Rectangle 1"", ""coordinates"": [106.397535, 20.072142]}","{""name"": ""Location358 in Rectangle 2"", ""coordinates"": [104.82121, 8.588959]}"
359,"{""name"": ""Location359 in Rectangle 1"", ""coordinates"": [97.466095, 19.695518]}","{""name"": ""Location359 in Rectangle 1"", ""coordinates"": [102.401193, 19.614331]}"
360,"{""name"": ""Location360 in Rectangle 2"", ""coordinates"": [100.177875, 8.502453]}","{""name"": ""Location360 in Rectangle 1"", ""coordinates"": [105.872166, 19.473678]}"
361,"{""name"": ""Location361 in Rectangle 2"", ""coordinates"": [104.136943, 8.467816]}","{""name"": ""Location361 in Rectangle 1"", ""coordinates"": [99.817258, 19.896742]}"
362,"{""name"": ""Location362 in Rectangle 1"", ""coordinates"": [99.809759, 20.084096]}","{""name"": ""Location362 in Rectangle 1"", ""coordinates"": [101.488973, 19.973821]}"
363,"{""name"": ""Location363 in Rectangle 1"", ""coordinates"": [97.991978, 19.769092]}","{""name"": ""Location363 in Rectangle 2"", ""coordinates"": [101.546234, 8.591332]}"
364,"{""name"": ""Location364 in Rectangle 1"", ""coordinates"": [102.699202, 19.856713]}","{""name"": ""Location364 in Rectangle 1"", ""coordinates"": [103.396027, 19.894626]}"
365,"{""name"": ""Location365 in Rectangle 2"", ""coordinates"": [102.979129, 8.498443]}","{""name"": ""Location365 in Rectangle 1"", ""coordinates"": [99.550609, 19.834871]}"
366,"{""name"": ""Location366 in Rectangle 1"", ""coordinates"": [102.224469, 19.72857]}","{""name"": ""Location366 in Rectangle 1"", ""coordinates"": [99.050098, 19.791909]}"
367,"{""name"": ""Location367 in Rectangle 2"", ""coordinates"": [105.414787, 8.394209]}","{""name"": ""Location367 in Rectangle 1"", ""coordinates"": [104.975084, 19.698396]}"
368,"{""name"": ""Location368 in Rectangle 2"", ""coordinates"": [101.477977, 8.586288]}","{""name"": ""Location368 in Rectangle 2"", ""coordinates"": [101.170577, 8.406799]}"
369,"{""name"": ""Location369 in Rectangle 2"", ""coordinates"": [98.568972, 8.500026]}","{""name"": ""Location369 in Rectangle 1"", ""coordinates"": [98.591847, 19.640587]}"
370,"{""name"": ""Location370 in Rectangle 1"", ""coordinates"": [98.737037, 19.560789]}","{""name"": ""Location370 in Rectangle 1"", ""coordinates"": [103.426373, 19.985221]}"
371,"{""name"": ""Location371 in Rectangle 1"", ""coordinates"": [105.207475, 19.928567]}","{""name"": ""Location371 in Rectangle 1"", ""coordinates"": [99.087033, 19.524358]}"
372,"{""name"": ""Location372 in Rectangle 2"", ""coordinates"": [97.61848, 8.455946]}","{""name"": ""Location372 in Rectangle 2"", ""coordinates"": [99.970878, 8.591652]}"
373,"{""name"": ""Location373 in Rectangle 2"", ""coordinates"": [97.867119, 8.547526]}","{""name"": ""Location373 in Rectangle 1"", ""coordinates"": [99.411361, 19.707362]}"
374,"{""name"": ""Location374 in Rectangle 1"", ""coordinates"": [105.264687, 20.081145]}","{""name"": ""Location374 in Rectangle 2"", ""coordinates"": [105.980995, 8.546816]}"
375,"{""name"": ""Location375 in Rectangle 2"", ""coordinates"": [104.825064, 8.586385]}","{""name"": ""Location375 in Rectangle 2"", ""coordinates"": [103.511496, 8.550076]}"
376,"{""name"": ""Location376 in Rectangle 2"", ""coordinates"": [99.506156, 8.579354]}","{""name"": ""Location376 in Rectangle 2"", ""coordinates"": [98.39322, 8.537615]}"
377,"{""name"": ""Location377 in Rectangle 1"", ""coordinates"": [97.58152, 19.609138]}","{""name"": ""Location377 in Rectangle 2"", ""coordinates"": [101.364023, 8.475016]}"
378,"{""name"": ""Location378 in Rectangle 2"", ""coordinates"": [103.911516, 8.480653]}","{""name"": ""Location378 in Rectangle 2"", ""coordinates"": [104.906408, 8.441994]}"
379,"{""name"": ""Location379 in Rectangle 1"", ""coordinates"": [103.971285, 19.463907]}","{""name"": ""Location379 in Rectangle 1"", ""coordinates"": [97.456206, 19.685181]}"
380,"{""name"": ""Location380 in Rectangle 1"", ""coordinates"": [101.377826, 19.899765]}","{""name"": ""Location380 in Rectangle 1"", ""coordinates"": [103.849845, 20.025811]}"
381,"{""name"": ""Location381 in Rectangle 1"", ""coordinates"": [102.15641, 19.596618]}","{""name"": ""Location381 in Rectangle 2"", ""coordinates"": [99.293087, 8.410474]}"
382,"{""name"": ""Location382 in Rectangle 2"", ""coordinates"": [101.060268, 8.449689]}","{""name"": ""Location382 in Rectangle 2"", ""coordinates"": [102.110145, 8.460816]}"
383,"{""name"": ""Location383 in Rectangle 2"", ""coordinates"": [102.87465, 8.489182]}","{""name"": ""Location383 in Rectangle 1"", ""coordinates"": [97.563213, 19.794355]}"
384,"{""name"": ""Location384 in Rectangle 2"", ""coordinates"": [100.167884, 8.44215]}","{""name"": ""Location384 in Rectangle 2"", ""coordinates"": [100.303253, 8.46766]}"
385,"{""name"": ""Location385 in Rectangle 1"", ""coordinates"": [101.338061, 19.658967]}","{""name"": ""Location385 in Rectangle 1"", ""coordinates"": [104.544262, 19.636152]}"
386,"{""name"": ""Location386 in Rectangle 2"", ""coordinates"": [102.353094, 8.493111]}","{""name"": ""Location386 in Rectangle 1"", ""coordinates"": [99.125727, 19.506417]}"
387,"{""name"": ""Location387 in Rectangle 2"", ""coordinates"": [98.022395, 8.433862]}","{""name"": ""Location387 in Rectangle 2"", ""coordinates"": [102.072818, 8.568558]}"
388,"{""name"": ""Location388 in Rectangle 2"", ""coordinates"": [101.609266, 8.410149]}","{""name"": ""Location388 in Rectangle 2"", ""coordinates"": [101.724937, 8.411429]}"
389,"{""name"": ""Location389 in Rectangle 1"", ""coordinates"": [101.34026, 19.997273]}","{""name"": ""Location389 in Rectangle 1"", ""coordinates"": [106.014366, 19.921201]}"
390,"{""name"": ""Location390 in Rectangle 2"", ""coordinates"": [97.612436, 8.554609]}","{""name"": ""Location390 in Rectangle 2"", ""coordinates"": [102.012181, 8.52227]}"
391,"{""name"": ""Location391 in Rectangle 1"", ""coordinates"": [101.435497, 19.461042]}","{""name"": ""Location391 in Rectangle 1"", ""coordinates"": [97.954815, 19.517822]}"
392,"{""name"": ""Location392 in Rectangle 1"", ""coordinates"": [99.114541, 19.525853]}","{""name"": ""Location392 in Rectangle 1"", ""coordinates"": [98.519231, 19.576961]}"
393,"{""name"": ""Location393 in Rectangle 2"", ""coordinates"": [104.88931, 8.405582]}","{""name"": ""Location393 in Rectangle 2"", ""coordinates"": [106.008295, 8.553562]}"
394,"{""name"": ""Location394 in Rectangle 2"", ""coordinates"": [100.283672, 8.485934]}","{""name"": ""Location394 in Rectangle 1"", ""coordinates"": [97.287542, 20.079838]}"
395,"{""name"": ""Location395 in Rectangle 2"", ""coordinates"": [99.379496, 8.528879]}","{""name"": ""Location395 in Rectangle 1"", ""coordinates"": [97.608564, 19.987892]}"
396,"{""name"": ""Location396 in Rectangle 1"", ""coordinates"": [99.306131, 19.514242]}","{""name"": ""Location396 in Rectangle 1"", ""coordinates"": [105.868165, 19.818755]}"
397,"{""name"": ""Location397 in Rectangle 1"", ""coordinates"": [105.945703, 19.659696]}","{""name"": ""Location397 in Rectangle 1"", ""coordinates"": [100.884956, 19.767741]}"
398,"{""name"": ""Location398 in Rectangle 1"", ""coordinates"": [105.945388, 19.659431]}","{""name"": ""Location398 in Rectangle 1"", ""coordinates"": [106.416664, 19.501156]}"
399,"{""name"": ""Location399 in Rectangle 2"", ""coordinates"": [98.511845, 8.526743]}","{""name"": ""Location399 in Rectangle 2"", ""coordinates"": [100.432882, 8.549065]}"
400,"{""name"": ""Location400 in Rectangle 1"", ""coordinates"": [103.799749, 19.786173]}","{""name"": ""Location400 in Rectangle 1"", ""coordinates"": [103.539387, 19.686219]}"
401,"{""name"": ""Location401 in Rectangle 2"", ""coordinates"": [104.302951, 8.5146]}","{""name"": ""Location401 in Rectangle 2"", ""coordinates"": [100.77404, 8.506064]}"
402,"{""name"": ""Location402 in Rectangle 2"", ""coordinates"": [105.471858, 8.526903]}","{""name"": ""Location402 in Rectangle 1"", ""coordinates"": [99.592441, 19.968029]}"
403,"{""name"": ""Location403 in Rectangle 2"", ""coordinates"": [100.853254, 8.521284]}","{""name"": ""Location403 in Rectangle 2"", ""coordinates"": [99.718374, 8.55748]}"
404,"{""name"": ""Location404 in Rectangle 2"", ""coordinates"": [99.030681, 8.521506]}","{""name"": ""Location404 in Rectangle 1"", ""coordinates"": [102.027015, 19.555402]}"
405,"{""name"": ""Location405 in Rectangle 2"", ""coordinates"": [101.187223, 8.521447]}","{""name"": ""Location405 in Rectangle 2"", ""coordinates"": [97.218986, 8.409176]}"
406,"{""name"": ""Location406 in Rectangle 2"", ""coordinates"": [97.630664, 8.585985]}","{""name"": ""Location406 in Rectangle 2"", ""coordinates"": [98.887628, 8.502984]}"
407,"{""name"": ""Location407 in Rectangle 1"", ""coordinates"": [104.184066, 19.481042]}","{""name"": ""Location407 in Rectangle 2"", ""coordinates"": [105.103121, 8.446609]}"
408,"{""name"": ""Location408 in Rectangle 1"", ""coordinates"": [103.490421, 19.55108]}","{""name"": ""Location408 in Rectangle 1"", ""coordinates"": [97.71706, 19.989526]}"
409,"{""name"": ""Location409 in Rectangle 2"", ""coordinates"": [102.877331, 8.491126]}","{""name"": ""Location409 in Rectangle 2"", ""coordinates"": [104.427834, 8.491153]}"
410,"{""name"": ""Location410 in Rectangle 1"", ""coordinates"": [100.949522, 20.082906]}","{""name"": ""Location410 in Rectangle 1"", ""coordinates"": [101.275292, 20.057036]}"
411,"{""name"": ""Location411 in Rectangle 2"", ""coordinates"": [104.448102, 8.492361]}","{""name"": ""Location411 in Rectangle 2"", ""coordinates"": [102.747801, 8.387682]}"
412,"{""name"": ""Location412 in Rectangle 2"", ""coordinates"": [104.997774, 8.39352]}","{""name"": ""Location412 in Rectangle 2"", ""coordinates"": [97.248135, 8.391563]}"
413,"{""name"": ""Location413 in Rectangle 1"", ""coordinates"": [101.356706, 19.748131]}","{""name"": ""Location413 in Rectangle 2"", ""coordinates"": [102.521507, 8.476439]}"
414,"{""name"": ""Location414 in Rectangle 1"", ""coordinates"": [100.269619, 20.06373]}","{""name"": ""Location414 in Rectangle 1"", ""coordinates"": [101.099342, 19.893003]}"
415,"{""name"": ""Location415 in Rectangle 1"", ""coordinates"": [100.941608, 19.558868]}","{""name"": ""Location415 in Rectangle 2"", ""coordinates"": [102.351766, 8.420869]}"
416,"{""name"": ""Location416 in Rectangle 2"", ""coordinates"": [101.371047, 8.594956]}","{""name"": ""Location416 in Rectangle 2"", ""coordinates"": [101.396806, 8.4467]}"
417,"{""name"": ""Location417 in Rectangle 2"", ""coordinates"": [103.363911, 8.453936]}","{""name"": ""Location417 in Rectangle 1"", ""coordinates"": [101.041509, 20.056277]}"
418,"{""name"": ""Location418 in Rectangle 2"", ""coordinates"": [101.961205, 8.561367]}","{""name"": ""Location418 in Rectangle 2"", ""coordinates"": [105.073568, 8.556272]}"
419,"{""name"": ""Location419 in Rectangle 2"", ""coordinates"": [105.698509, 8.571751]}","{""name"": ""Location419 in Rectangle 1"", ""coordinates"": [100.97171, 19.479877]}"
420,"{""name"": ""Location420 in Rectangle 1"", ""coordinates"": [106.02752, 19.544389]}","{""name"": ""Location420 in Rectangle 2"", ""coordinates"": [99.19525, 8.548982]}"
421,"{""name"": ""Location421 in Rectangle 2"", ""coordinates"": [98.663332, 8.467794]}","{""name"": ""Location421 in Rectangle 2"", ""coordinates"": [97.719588, 8.59124]}"
422,"{""name"": ""Location422 in Rectangle 1"", ""coordinates"": [99.364934, 19.488005]}","{""name"": ""Location422 in Rectangle 1"", ""coordinates"": [103.873861, 19.480765]}"
423,"{""name"": ""Location423 in Rectangle 2"", ""coordinates"": [98.681802, 8.398454]}","{""name"": ""Location423 in Rectangle 2"", ""coordinates"": [99.911642, 8.428016]}"
424,"{""name"": ""Location424 in Rectangle 2"", ""coordinates"": [101.391347, 8.402111]}","{""name"": ""Location424 in Rectangle 1"", ""coordinates"": [102.5956, 20.025188]}"
425,"{""name"": ""Location425 in Rectangle 1"", ""coordinates"": [103.68878, 19.592967]}","{""name"": ""Location425 in Rectangle 2"", ""coordinates"": [105.789361, 8.484687]}"
426,"{""name"": ""Location426 in Rectangle 2"", ""coordinates"": [99.200353, 8.542566]}","{""name"": ""Location426 in Rectangle 1"", ""coordinates"": [99.3539, 19.836518]}"
427,"{""name"": ""Location427 in Rectangle 2"", ""coordinates"": [105.08608, 8.432327]}","{""name"": ""Location427 in Rectangle 1"", ""coordinates"": [104.3466, 19.939073]}"
428,"{""name"": ""Location428 in Rectangle 2"", ""coordinates"": [103.284495, 8.414098]}","{""name"": ""Location428 in Rectangle 1"", ""coordinates"": [99.574208, 19.567569]}"
429,"{""name"": ""Location429 in Rectangle 2"", ""coordinates"": [102.357022, 8.472025]}","{""name"": ""Location429 in Rectangle 1"", ""coordinates"": [106.433116, 20.063558]}"
430,"{""name"": ""Location430 in Rectangle 2"", ""coordinates"": [101.978573, 8.400966]}","{""name"": ""Location430 in Rectangle 2"", ""coordinates"": [99.006459, 8.499232]}"
431,"{""name"": ""Location431 in Rectangle 2"", ""coordinates"": [101.55945, 8.491011]}","{""name"": ""Location431 in Rectangle 2"", ""coordinates"": [100.523321, 8.565536]}"
432,"{""name"": ""Location432 in Rectangle 1"", ""coordinates"": [100.74014, 19.626342]}","{""name"": ""Location432 in Rectangle 2"", ""coordinates"": [100.147169, 8.531573]}"
433,"{""name"": ""Location433 in Rectangle 1"", ""coordinates"": [100.394691, 20.036911]}","{""name"": ""Location433 in Rectangle 1"", ""coordinates"": [105.723228, 19.923953]}"
434,"{""name"": ""Location434 in Rectangle 2"", ""coordinates"": [97.545163, 8.466796]}","{""name"": ""Location434 in Rectangle 2"", ""coordinates"": [98.864681, 8.568644]}"
435,"{""name"": ""Location435 in Rectangle 1"", ""coordinates"": [106.001337, 19.50226]}","{""name"": ""Location435 in Rectangle 2"", ""coordinates"": [102.722365, 8.427042]}"
436,"{""name"": ""Location436 in Rectangle 2"", ""coordinates"": [98.964586, 8.550798]}","{""name"": ""Location436 in Rectangle 2"", ""coordinates"": [98.273507, 8.451244]}"
437,"{""name"": ""Location437 in Rectangle 1"", ""coordinates"": [97.581907, 19.806541]}","{""name"": ""Location437 in Rectangle 2"", ""coordinates"": [100.430022, 8.587283]}"
438,"{""name"": ""Location438 in Rectangle 2"", ""coordinates"": [105.935228, 8.511033]}","{""name"": ""Location438 in Rectangle 2"", ""coordinates"": [102.971352, 8.58463]}"
439,"{""name"": ""Location439 in Rectangle 1"", ""coordinates"": [100.602239, 19.623011]}","{""name"": ""Location439 in Rectangle 1"", ""coordinates"": [99.642521, 20.081902]}"
440,"{""name"": ""Location440 in Rectangle 2"", ""coordinates"": [103.717685, 8.442762]}","{""name"": ""Location440 in Rectangle 1"", ""coordinates"": [102.097547, 19.591698]}"
441,"{""name"": ""Location441 in Rectangle 1"", ""coordinates"": [102.870451, 19.563139]}","{""name"": ""Location441 in Rectangle 2"", ""coordinates"": [104.191425, 8.391044]}"
442,"{""name"": ""Location442 in Rectangle 2"", ""coordinates"": [104.253076, 8.466299]}","{""name"": ""Location442 in Rectangle 1"", ""coordinates"": [101.682916, 19.515192]}"
443,"{""name"": ""Location443 in Rectangle 2"", ""coordinates"": [101.727568, 8.471704]}","{""name"": ""Location443 in Rectangle 2"", ""coordinates"": [98.733463, 8.572046]}"
444,"{""name"": ""Location444 in Rectangle 2"", ""coordinates"": [100.080457, 8.561556]}","{""name"": ""Location444 in Rectangle 2"", ""coordinates"": [104.191127, 8.543877]}"
445,"{""name"": ""Location445 in Rectangle 2"", ""coordinates"": [105.630892, 8.539574]}","{""name"": ""Location445 in Rectangle 2"", ""coordinates"": [102.864032, 8.568241]}"
446,"{""name"": ""Location446 in Rectangle 2"", ""coordinates"": [98.021674, 8.477322]}","{""name"": ""Location446 in Rectangle 1"", ""coordinates"": [98.061572, 19.986117]}"
447,"{""name"": ""Location447 in Rectangle 2"", ""coordinates"": [105.805484, 8.534633]}","{""name"": ""Location447 in Rectangle 2"", ""coordinates"": [105.888306, 8.481968]}"
448,"{""name"": ""Location448 in Rectangle 1"", ""coordinates"": [106.030537, 19.814711]}","{""name"": ""Location448 in Rectangle 1"", ""coordinates"": [104.232709, 19.975105]}"
449,"{""name"": ""Location449 in Rectangle 2"", ""coordinates"": [104.048498, 8.522087]}","{""name"": ""Location449 in Rectangle 2"", ""coordinates"": [99.748791, 8.457252]}"
450,"{""name"": ""Location450 in Rectangle 2"", ""coordinates"": [104.797897, 8.519051]}","{""name"": ""Location450 in Rectangle 1"", ""coordinates"": [99.268281, 19.944106]}"
451,"{""name"": ""Location451 in Rectangle 2"", ""coordinates"": [100.917523, 8.56049]}","{""name"": ""Location451 in Rectangle 2"", ""coordinates"": [101.983533, 8.49246]}"
452,"{""name"": ""Location452 in Rectangle 2"", ""coordinates"": [102.334947, 8.417483]}","{""name"": ""Location452 in Rectangle 2"", ""coordinates"": [100.768732, 8.590765]}"
453,"{""name"": ""Location453 in Rectangle 1"", ""coordinates"": [103.36535, 19.631118]}","{""name"": ""Location453 in Rectangle 2"", ""coordinates"": [97.736824, 8.494843]}"
454,"{""name"": ""Location454 in Rectangle 1"", ""coordinates"": [100.940384, 19.765333]}","{""name"": ""Location454 in Rectangle 1"", ""coordinates"": [97.520605, 19.627043]}"
455,"{""name"": ""Location455 in Rectangle 1"", ""coordinates"": [105.951518, 20.091603]}","{""name"": ""Location455 in Rectangle 1"", ""coordinates"": [98.631705, 19.990769]}"
456,"{""name"": ""Location456 in Rectangle 1"", ""coordinates"": [106.012893, 19.583001]}","{""name"": ""Location456 in Rectangle 1"", ""coordinates"": [98.49203, 19.608975]}"
457,"{""name"": ""Location457 in Rectangle 1"", ""coordinates"": [98.613485, 19.639041]}","{""name"": ""Location457 in Rectangle 1"", ""coordinates"": [104.735105, 19.720551]}"
458,"{""name"": ""Location458 in Rectangle 1"", ""coordinates"": [101.901232, 19.843925]}","{""name"": ""Location458 in Rectangle 2"", ""coordinates"": [97.945613, 8.399806]}"
459,"{""name"": ""Location459 in Rectangle 1"", ""coordinates"": [104.632306, 19.661295]}","{""name"": ""Location459 in Rectangle 1"", ""coordinates"": [105.198037, 19.474273]}"
460,"{""name"": ""Location460 in Rectangle 1"", ""coordinates"": [106.212669, 19.923041]}","{""name"": ""Location460 in Rectangle 1"", ""coordinates"": [100.496262, 19.916741]}"
461,"{""name"": ""Location461 in Rectangle 1"", ""coordinates"": [101.287177, 19.888023]}","{""name"": ""Location461 in Rectangle 2"", ""coordinates"": [99.310793, 8.39789]}"
462,"{""name"": ""Location462 in Rectangle 1"", ""coordinates"": [100.646165, 20.085215]}","{""name"": ""Location462 in Rectangle 2"", ""coordinates"": [98.60296, 8.389055]}"
463,"{""name"": ""Location463 in Rectangle 1"", ""coordinates"": [102.30419, 19.996412]}","{""name"": ""Location463 in Rectangle 2"", ""coordinates"": [105.547249, 8.535304]}"
464,"{""name"": ""Location464 in Rectangle 1"", ""coordinates"": [97.901667, 19.896199]}","{""name"": ""Location464 in Rectangle 2"", ""coordinates"": [101.563446, 8.532354]}"
